artist,href,style,country
FARSOT,12319,Tech/Extreme Prog Metal,Germany
FARTHER PAINT,4517,Progressive Metal,Italy
FARWATCH,9989,Progressive Metal,United States
FASER,9215,Progressive Electronic,Germany
FAT,6837,RIO/Avant-Prog,Canada
FAT SPARROW,10037,Jazz Rock/Fusion,Australia
FATAL FUSION,6433,Crossover Prog,Norway
FATES WARNING,670,Progressive Metal,United States
FATHER FIGURE,9149,Post Rock/Math rock,United States
FATHER GOLEM,7300,Progressive Metal,Spain
FATHER MOO & THE BLACK SHEEP,5181,Progressive Electronic,Japan
FATHER YOD AND THE SPIRIT OF '76,4672,Krautrock,United States
"FATHERS OF GOOD SOUNDS, THE",10110,Jazz Rock/Fusion,Russia
FAUN,4617,Prog Folk,Germany
FAUN,2167,Neo-Prog,Germany
FAUN FABLES,2261,Prog Folk,United States
"FAUNO DI MARMO / EX THE REBUS, IL",8904,Rock Progressivo Italiano,Italy
FAUST,1297,Krautrock,Germany
FAVERAVOLA,2810,Prog Folk,Italy
FAVNI / EX FAUNS,7270,Prog Folk,Germany
FAWN LIMBS,12000,Experimental/Post Metal,United States
"FE, LA",8465,Crossover Prog,Chile
FEAR OF MISSING OUT,11178,Progressive Metal,Spain
FEARFUL SYMMETRY,11799,Crossover Prog,United Kingdom
FEARSCAPE,6420,Tech/Extreme Prog Metal,Australia
FEAT. ESSERELÀ,9411,Jazz Rock/Fusion,Italy
FEATHER MOUNTAIN,11177,Progressive Metal,Denmark
FEATHERS,4176,Prog Folk,United States
"FEDELE, JAROD",10689,Symphonic Prog,United States
"FEDELISSIMO BRACCO BRANCO, IL",10562,Rock Progressivo Italiano,Italy
FEED ME JACK,10508,Crossover Prog,United States
FEEDBACK,6039,Jazz Rock/Fusion,Slovenia
FEEDFORWARD,3394,Progressive Metal,Netherlands
"FELLOWSHIP, THE",9388,Prog Folk,Italy
FELPERC,12501,Post Rock/Math rock,Austria
FEM PROG BAND / FORZA ELETTROMOTRICE,7484,Rock Progressivo Italiano,Italy
FEN,4682,Experimental/Post Metal,United Kingdom
FENOMEN,5972,Jazz Rock/Fusion,Turkey
"FENTS, THE",9958,Jazz Rock/Fusion,United States
FERDINAND RICHARD,6079,RIO/Avant-Prog,France
"FERGUSON, ALI",9873,Crossover Prog,United Kingdom
FERMÁTA,1598,Jazz Rock/Fusion,Slovakia
FERN KNIGHT,6112,Prog Folk,United States
FERNANDEF,12224,Psychedelic/Space Rock,France
FEROZ,9193,Crossover Prog,Mexico
"FERRARO, JAMES",12834,Progressive Electronic,United States
"FERRO, GIANLUCA",6309,Progressive Metal,Italy
"FERTIER'S CLIVAGE, ANDRE",2956,Indo-Prog/Raga Rock,France
"FËRTILITY CÜLT, THE",11135,Psychedelic/Space Rock,Finland
FERVENT MIND,10958,Crossover Prog,Norway
FERVENT SEND,3392,Eclectic Prog,Multi-National
FESTA MOBILE,542,Rock Progressivo Italiano,Italy
"FESTÍN SAGITAL, UN",6926,RIO/Avant-Prog,Chile
FETUS MAXIMUS,8404,Eclectic Prog,Finland
"FEUILLERAT, OLIVIER",4737,Eclectic Prog,France
FEVER KNIFE,10390,Krautrock,Finland
FFWD,2353,Progressive Electronic,United Kingdom
FHIEVEL,4037,Progressive Electronic,Italy
FIABA,1262,Prog Folk,Italy
FIBONACCI SEQUENCE,7017,Crossover Prog,United States
FICCIÓN,1115,Symphonic Prog,Venezuela
FICTION,7748,Jazz Rock/Fusion,United States
FIELD MUSIC,7164,Crossover Prog,United Kingdom
FIELDS,1395,Heavy Prog,United Kingdom
FIELDS BURNING,9399,Prog Folk,United States
FIELDS OF NÆCLUDA,11119,Crossover Prog,France
"FIERCE & THE DEAD, THE",6517,Post Rock/Math rock,United Kingdom
FIFE AUGURY,12526,Heavy Prog,France
FIFTH DEAD,4164,Krautrock,Germany
FIFTH DENSITY,10250,Progressive Metal,United States
FIFTH QUADRANT,11237,Experimental/Post Metal,Sweden
"FIFTH SEASON, THE",2999,Progressive Metal,Italy
FIFTH SPECIES,10631,Eclectic Prog,United States
FIFTY FOOT HOSE,4205,Psychedelic/Space Rock,United States
FIG LEAF,1398,Progressive Metal,Norway
"FIGIEL, PIOTR",7292,Crossover Prog,Poland
"FIGUEROA, NICOLAS",8230,Crossover Prog,Chile
FIGURE OF SPEECHLESS,12594,Progressive Metal,Australia
FILARMONICA MUNICIPALE LACRISI,7523,Rock Progressivo Italiano,Italy
"FILIBUSTER SALOON, THE",12615,Canterbury Scene,United States
"FILKINS, SEAN",6489,Crossover Prog,United Kingdom
FILLE QUI MOUSSE,5733,Krautrock,France
FILORITMIA,3585,Rock Progressivo Italiano,Italy
FILTER-KAFFEE,11327,Progressive Electronic,Germany
FILTHY HABITS ENSEMBLE,8870,RIO/Avant-Prog,Spain
FILULAS JUZ,9699,Jazz Rock/Fusion,Mexico
FILUM,12864,Jazz Rock/Fusion,Russia
FINAL CONFLICT,185,Neo-Prog,United Kingdom
FINALLY GEORGE,10942,Crossover Prog,Germany
FINCH,829,Symphonic Prog,Netherlands
"FINDLAY, HEATHER",6343,Crossover Prog,United Kingdom
FINISTERRE,106,Rock Progressivo Italiano,Italy
FINLAND,10011,Post Rock/Math rock,Norway
FINNEGANS WAKE,1324,RIO/Avant-Prog,Belgium
FINNEUS GAUGE,107,Eclectic Prog,United States
FINNFOREST,1079,Jazz Rock/Fusion,Finland
"FIORI, SERGE",10860,Prog Folk,Canada
FIORI-SÉGUIN,5098,Prog Folk,Canada
FIRE GARDEN,10080,Crossover Prog,United States
FIRE MERCHANTS,1520,Jazz Rock/Fusion,United Kingdom
FIRE ON DAWSON,7965,Crossover Prog,Germany
"FIRE THEFT, THE",1886,Prog Related,United States
FIRE WHALE,12232,Psychedelic/Space Rock,United States
FIRE!,6057,RIO/Avant-Prog,Sweden
FIREBALLET,552,Symphonic Prog,United States
FIRECLAN,1990,Psychedelic/Space Rock,United States
FIREHORSE,6487,Crossover Prog,Germany
FIRMAM3NT,9920,Experimental/Post Metal,Spain
FIRMAMENT,10510,Progressive Metal,United States
FIRST AID,2280,Symphonic Prog,United Kingdom
FIRST BAND FROM OUTER SPACE,2045,Psychedelic/Space Rock,Sweden
FIRST FRAGMENT,12049,Tech/Extreme Prog Metal,Canada
"FIRST INTERNATIONAL SEX BAND, THE",12809,Psychedelic/Space Rock,Netherlands
FIRST LIGHT,11788,Jazz Rock/Fusion,Australia
FIRYUZA,9449,Jazz Rock/Fusion,Turkmenistan
FISH,724,Neo-Prog,United Kingdom
FISH EYE LENS,5170,Psychedelic/Space Rock,United States
FISH ON FRIDAY,6486,Crossover Prog,Belgium
"FISH'S DIVING SUIT, A",8212,Jazz Rock/Fusion,Germany
FISSION TRIP,11895,Eclectic Prog,United Kingdom
FISTFIGHTS WITH WOLVES / EX INTERROBANG,12537,RIO/Avant-Prog,United States
FIT & LIMO,1708,Indo-Prog/Raga Rock,Germany
FITNES,6788,Heavy Prog,Serbia
"FITOUSSI, JONATHAN",12066,Progressive Electronic,France
"FIUCZYNSKI, DAVID",5465,Jazz Rock/Fusion,United States
FIVE ACRE FIELD,12229,Prog Folk,Australia
FIVE OF THE EYES,10291,Heavy Prog,United States
FIVE THOUSAND SPIRITS,7953,Progressive Electronic,Italy
FIVE-O-ONE AM,8914,Neo-Prog,Netherlands
FIVE-STOREY ENSEMBLE,12386,RIO/Avant-Prog,Belarus
FIZBERS,10861,Neo-Prog,Poland
FJIERI,5359,Neo-Prog,Italy
FJODOR,7269,Psychedelic/Space Rock,Croatia
FJORD,9916,Post Rock/Math rock,Romania
FLAGSHIP,2080,Symphonic Prog,Sweden
FLAIRCK,3496,Prog Folk,Netherlands
FLAMBOROUGH HEAD,109,Neo-Prog,Netherlands
FLAME DREAM,769,Symphonic Prog,Switzerland
FLAMEN DIALIS,2736,Progressive Electronic,France
FLAMENCS,10710,Crossover Prog,Argentina
FLAMENGO,2325,Jazz Rock/Fusion,Czech Republic
FLAMETAL,3380,Progressive Metal,United States
FLAMING BESS,2268,Symphonic Prog,Germany
"FLAMING LIPS, THE",12783,Prog Related,United States
FLAMING ROW,6846,Progressive Metal,Germany
FLAMING YOUTH,4700,Proto-Prog,United Kingdom
FLAMMARION,7433,Neo-Prog,Portugal
FLARES,9237,Post Rock/Math rock,Germany
FLASH,747,Eclectic Prog,United Kingdom
FLASH THE READIES,11251,Post Rock/Math rock,Czech Republic
FLÄSKET BRINNER,2789,Eclectic Prog,Sweden
FLAT 122,5744,Jazz Rock/Fusion,Japan
FLAUD LOGIC,8493,Crossover Prog,United States
FLAW & ORDER,11353,Psychedelic/Space Rock,India
FLEA,539,Rock Progressivo Italiano,Italy
"FLECK AND THE FLECKTONES, BELA",4188,Jazz Rock/Fusion,United States
FLEESH,11421,Crossover Prog,Brazil
FLESHGOD APOCALYPSE,6085,Tech/Extreme Prog Metal,Italy
FLESHVESSEL,11982,Tech/Extreme Prog Metal,United States
FLESHWROUGHT,11485,Tech/Extreme Prog Metal,United States
FLEUR DE LIS,2394,Psychedelic/Space Rock,Denmark
FLEURETY,2888,Experimental/Post Metal,Norway
FLIBBERTIGIBBET,2278,Prog Folk,South Africa
FLICKER,7993,Crossover Prog,United Kingdom
FLIED EGG / EX STRAWBERRY PATH,5487,Prog Related,Japan
FLIES ARE SPIES FROM HELL,5349,Post Rock/Math rock,United Kingdom
FLIGHT,8439,Eclectic Prog,United States
FLIGHT 09,2084,Prog Related,Uzbekistan
FLOATING FLOWER,4815,Indo-Prog/Raga Rock,Japan
FLOATING STATE,794,Rock Progressivo Italiano,Italy
FLOCK,12816,Crossover Prog,Netherlands
"FLOCK, THE",1119,Eclectic Prog,United States
FLOH DE COLOGNE,2673,Krautrock,Germany
FLOOD,5355,Crossover Prog,United Kingdom
FLOOD THE DESERT,8281,Experimental/Post Metal,United States
FLOODLINE,4851,Tech/Extreme Prog Metal,United States
FLOORIAN,5263,Psychedelic/Space Rock,United States
FLOR DE LOTO,1628,Prog Folk,Peru
FLORA,8096,Crossover Prog,Italy
FLORAL,11626,Post Rock/Math rock,United States
"FLORES, HUGO",604,Eclectic Prog,Portugal
FLORIAN GEYER,3673,Krautrock,Germany
FLOTANTE,3259,Heavy Prog,Chile
FLOURISHING,7906,Tech/Extreme Prog Metal,United States
"FLOW, THE",6955,Psychedelic/Space Rock,Greece
FLOWER CORONET,8315,Crossover Prog,United States
FLOWER FLESH,8727,Crossover Prog,Italy
"FLOWER KINGS, THE",110,Symphonic Prog,Sweden
FLOWER TRAVELLIN' BAND,3635,Psychedelic/Space Rock,Japan
"FLOWER, JEREMY",9955,Crossover Prog,United States
FLOWERS MUST DIE,7561,Psychedelic/Space Rock,Sweden
"FLOWERS OF HELL, THE",6054,Post Rock/Math rock,United Kingdom
"FLOWERS, RACHEL",11999,Eclectic Prog,United States
FLOYD HUNCHBACK GROUP,11723,Jazz Rock/Fusion,Switzerland
FLÜGHT,1688,Symphonic Prog,Mexico
FLUTE & VOICE,1710,Indo-Prog/Raga Rock,Germany
FLUTTR EFFECT,4821,Neo-Prog,United States
FLUXUS,12057,Progressive Electronic,United Kingdom
FLY PAN AM,1785,Post Rock/Math rock,Canada
"FLYING CARAVAN, THE",11652,Crossover Prog,Spain
FLYING CIRCUS,11722,Heavy Prog,Germany
FLYING COLORS,7414,Prog Related,United States
FLYING ISLAND,9600,Jazz Rock/Fusion,United States
"FLYING LUTTENBACHERS, THE",2715,RIO/Avant-Prog,United States
FLYING MOON IN SPACE,10685,Krautrock,Germany
FLYING SAUCER ATTACK,1934,Post Rock/Math rock,United Kingdom
FLYTE,617,Symphonic Prog,Belgium
FM,1131,Crossover Prog,Canada
FOBIA INC,10206,Post Rock/Math rock,Poland
FOBOS,8917,Crossover Prog,Argentina
FOCUS,658,Symphonic Prog,Netherlands
FOEHN,10857,Zeuhl,France
FOG LIGHT,12455,Heavy Prog,Finland
"FOGLI, RICCARDO",8090,Rock Progressivo Italiano,Italy
FOGLIE DI VETRO,111,Rock Progressivo Italiano,Italy
FOLKLORE,9517,Prog Folk,Australia
FÖLLAKZOID,8156,Psychedelic/Space Rock,Chile
"FOLLI DI DIO, I",7238,Prog Folk,Italy
FOLLOW THE WHITE RABBIT,8488,Experimental/Post Metal,Russia
FOLLOWED BY GHOSTS,3973,Post Rock/Math rock,United States
FOLQUE,1314,Prog Folk,Norway
FOND OF TIGERS,3554,Eclectic Prog,Canada
FONDERIA,1848,Eclectic Prog,Italy
FONETICA,9953,Rock Progressivo Italiano,Italy
FONTANELLE,12012,Jazz Rock/Fusion,United States
FONTARABIE,8844,Crossover Prog,Canada
FONYA,112,Psychedelic/Space Rock,United States
FOOD BRAIN,4521,Psychedelic/Space Rock,Japan
FOR A MINOR REFLECTION,5243,Post Rock/Math rock,Iceland
FOR ABSENT FRIENDS,786,Neo-Prog,Netherlands
FOR ALL WE KNOW,6472,Progressive Metal,Multi-National
FOR YOUR PLEASURE,2263,Neo-Prog,Germany
FORBIDDEN MYTH,12176,Heavy Prog,Greece
FORCE MAJEURE,1980,Psychedelic/Space Rock,Hungary
FORCE OF PROGRESS,12189,Heavy Prog,Germany
FORCES AT WORK,8239,Tech/Extreme Prog Metal,Germany
FORD THEATRE,10467,Proto-Prog,United States
FORENINGEN TIL LIVETS BESKYTTELSE,6996,Prog Folk,Denmark
FOREST,1422,Prog Folk,United Kingdom
"FOREST OF STARS, A",4490,Experimental/Post Metal,United Kingdom
FOREVER EINSTEIN,2622,RIO/Avant-Prog,United States
FOREVER IN TRANSIT,10602,Progressive Metal,United States
FOREVER TWELVE,842,Symphonic Prog,United States
FORGAS BAND PHENOMENA,1538,Jazz Rock/Fusion,France
"FORGAS, PATRICK",1146,Jazz Rock/Fusion,France
"FORGOTTEN PRISONERS, THE",9790,Progressive Metal,Italy
FORGOTTEN SILENCE,2995,Tech/Extreme Prog Metal,Czech Republic
FORGOTTEN SUNS,1213,Heavy Prog,Portugal
FORGOTTEN TALES,1473,Progressive Metal,Canada
FORM AND FATE,3944,Post Rock/Math rock,United States
FORM OF AN ICE WAVE,5903,Post Rock/Math rock,United States
FORMA,10114,Progressive Electronic,United States
"FORMAL HORSE, A",9585,Heavy Prog,United Kingdom
FORMATIV,10238,Crossover Prog,Multi-National
"FORMER LIFE, THE",7295,Crossover Prog,Italy
"FORMLESS FORM, THE",9737,Psychedelic/Space Rock,United States
FORMLOFF,7811,Experimental/Post Metal,Norway
FORMULA 3,531,Rock Progressivo Italiano,Italy
"FORNASARI, LORENZO ESPOSITO",10460,Crossover Prog,Italy
FORNOST ARNOR,6473,Tech/Extreme Prog Metal,United Kingdom
FORSETI,8763,Prog Folk,Germany
FORSQUEAK,9233,Post Rock/Math rock,Italy
FORSTENET,11238,Progressive Metal,Denmark
"FORTNAM, CRAIG",11899,Prog Folk,United Kingdom
FORTRANGT HUSHALLSARBETE,3364,RIO/Avant-Prog,Sweden
"FORTUNATO, FILIPPO",11463,Crossover Prog,Brazil
"FORTY DAYS, THE",10506,Rock Progressivo Italiano,Italy
FORWARD SHAPES,7425,Crossover Prog,United States
FOSCHIA,11249,Rock Progressivo Italiano,Italy
FOSSIL EVOLUTION,9134,Crossover Prog,Belgium
"FOSTER III, JACK",4799,Neo-Prog,United States
FOTE / EX THE TRUTH CLUB,7378,RIO/Avant-Prog,United Kingdom
FOTGJENGEREN,9354,RIO/Avant-Prog,United States
FOTHERINGAY,2384,Prog Related,United Kingdom
FOTOSPUTNIK,8001,Krautrock,United States
"FOUNDATION, THE",12559,Neo-Prog,Netherlands
"FOUNDATION, THE",1052,Symphonic Prog,Sweden
FOUNTAINHEAD,7909,Experimental/Post Metal,Germany
FOURTEEN TWENTYSIX,5658,Crossover Prog,Netherlands
"FOURTH WAY, THE",6376,Jazz Rock/Fusion,United States
"FOURTH WORLD QUARTET, THE",11862,RIO/Avant-Prog,United States
FOVEA HEX,8950,Progressive Electronic,Ireland
"FOWLER BROTHERS (AIR POCKET) ,THE",6726,Jazz Rock/Fusion,United States
FOXHOLE,5529,Post Rock/Math rock,United States
FOXTROT,1423,Eclectic Prog,Norway
FRACTAL,4663,Neo-Prog,United States
FRACTAL (CHILE),8274,Prog Folk,Chile
FRACTAL CYPHER,9919,Progressive Metal,Canada
FRACTAL MIRROR,8773,Crossover Prog,Netherlands
FRACTAL ROCK,5661,Crossover Prog,United States
FRACTAL SUN,11486,Tech/Extreme Prog Metal,Costa Rica
FRACTALE,6890,Zeuhl,France
FRACTURE,6370,Progressive Metal,Australia
"FRACTURED DIMENSION, THE",4167,RIO/Avant-Prog,United States
FRÁGIL,113,Symphonic Prog,Peru
FRAGILE,1626,Crossover Prog,Estonia
FRAGILE,7730,Jazz Rock/Fusion,Japan
FRAGILE,11892,Symphonic Prog,Germany
FRAGILE,8161,Post Rock/Math rock,China
FRAGILE VASTNESS,2793,Progressive Metal,Greece
FRAGMENT,6419,Progressive Metal,Croatia
FRAGMENT SOUL,11783,Progressive Metal,Greece
FRAGMENT37,4687,Jazz Rock/Fusion,United States
"FRAGMENTS DE LA  NUIT, LES",9455,RIO/Avant-Prog,France
FRAGMENTS OF AN EMPIRE,9276,Post Rock/Math rock,Austria
FRAGUA,7307,Prog Folk,Spain
FRAIL GROUNDS,8124,Progressive Metal,Norway
FRAKTAL,1861,Psychedelic/Space Rock,Argentina
FRAMAURO,1424,Neo-Prog,Poland
FRAME,5629,Heavy Prog,Germany
FRAMEPICTURES,5921,Progressive Metal,Portugal
FRAMES,5563,Neo-Prog,Germany
FRAMESHIFT,898,Progressive Metal,United States
FRAMEWORK,2125,Neo-Prog,United Kingdom
FRAMING SKELETONS,11696,Progressive Metal,United States
FRAMUS 5,4472,Eclectic Prog,Czech Republic
FRANC ALBIR,8050,Crossover Prog,Spain
FRANCE,12556,Krautrock,France
FRANKIE KIMONO,10402,Jazz Rock/Fusion,Slovakia
FRANKLIN ZOO,12325,Progressive Metal,Denmark
FRANT1C,12850,Neo-Prog,France
FRANTIC BLEEP,2763,Tech/Extreme Prog Metal,Norway
FRATERNITY,4727,Eclectic Prog,Australia
FRAUDPROPHETS,10992,Jazz Rock/Fusion,United States
FREAK NEIL INC.,3170,Progressive Metal,Netherlands
FREAKEYS,3743,Progressive Metal,Brazil
FREAKY JELLY,10260,Progressive Metal,Brazil
FREAKZOID,4209,Jazz Rock/Fusion,United States
FRED,7246,Prog Folk,United States
FREDDEGREDDE,6747,Crossover Prog,Sweden
FREE HUMAN ZOO,12409,Zeuhl,France
FREE SALAMANDER EXHIBIT,9975,RIO/Avant-Prog,United States
FREE SYSTEM PROJEKT,2065,Progressive Electronic,Netherlands
FREE WAVE SYSTEM,5705,Jazz Rock/Fusion,Italy
FREEDOM TO GLIDE,8795,Crossover Prog,United Kingdom
FREEDOM'S CHILDREN,3212,Heavy Prog,South Africa
FREEHAND,114,Jazz Rock/Fusion,United States
FREELIGHT,7914,Crossover Prog,United States
FREN,11293,Eclectic Prog,Poland
FRENCH LICK,10535,Crossover Prog,United States
FRENCH TEEN IDOL,4756,Post Rock/Math rock,Italy
FRENCH TV,597,RIO/Avant-Prog,United States
"FRENCH, SALLY",2264,Neo-Prog,United Kingdom
FREQUENCY DRIFT,3907,Crossover Prog,Germany
FREQUENCY EATER,11643,Experimental/Post Metal,Belgium
FRESH MAGGOTS,2558,Prog Folk,United Kingdom
FRESH!,9706,RIO/Avant-Prog,Japan
"FREVOLA, JOEY",11028,Progressive Metal,United States
FRICARA PACCHU,12337,Krautrock,Finland
FRIDGE,7732,Post Rock/Math rock,United Kingdom
FRIEDHOF,6874,Krautrock,Germany
"FRIEDMAN, MARTY",4089,Progressive Metal,United States
FRIENDLY BEARS,4181,RIO/Avant-Prog,United States
FRIENDS,10538,Jazz Rock/Fusion,United States
FRIENDSHIP TIME,4766,Eclectic Prog,Sweden
FRIENDSOUND,7691,Krautrock,United States
FRIGHT PIG,8394,Symphonic Prog,United States
FRIJID PINK,4431,Heavy Prog,United States
FRIPP & ENO,2619,Progressive Electronic,United Kingdom
"FRIPP, ROBERT",830,Eclectic Prog,United Kingdom
"FRISELL, BILL",4350,Jazz Rock/Fusion,United States
"FRITH, FRED",2658,RIO/Avant-Prog,United Kingdom
"FRITSCH, ELOY",7967,Prog Related,Brazil
"FRIZZI, FABIO",7421,Rock Progressivo Italiano,Italy
FROB,4646,Krautrock,Germany
"FRÖBERG & MUSICAL COMPANION, HASSE",6431,Crossover Prog,Sweden
"FROESE, EDGAR",1668,Progressive Electronic,Germany
"FROESE, JEROME",10664,Progressive Electronic,Germany
FROGG,11487,Progressive Metal,Italy
FROGG CAFE,956,Jazz Rock/Fusion,United States
FROGGIE BEAVER,7849,Psychedelic/Space Rock,United States
"FROHMADER, PETER",2703,Progressive Electronic,Germany
"FRØISLIE, LARS FREDRIK",12489,Symphonic Prog,Norway
FROLIC FROTH,7102,Psychedelic/Space Rock,Mexico
FROM,11041,Jazz Rock/Fusion,Germany
FROM A SECOND STORY WINDOW,3833,Tech/Extreme Prog Metal,United States
FROM GROTTO,10280,Psychedelic/Space Rock,Finland
FROM MONUMENT TO MASSES,2945,Post Rock/Math rock,United States
FROM OCEANS TO AUTUMN,3975,Experimental/Post Metal,United States
FROM THE DUST RETURNED,10100,Progressive Metal,Italy
FROM THE EMBRACE,6566,Tech/Extreme Prog Metal,United States
FROM.UZ,2917,Eclectic Prog,Uzbekistan
FROMABOVEINTHEMOUNTAIN,9315,Post Rock/Math rock,Spain
FROMAGE,115,Symphonic Prog,Japan
"FROMY, FRANK-WILLIAM",4186,RIO/Avant-Prog,France
FRONTAL CORTEX,11441,Progressive Metal,Poland
FRONTECIELO,11653,Crossover Prog,Italy
FROSKULL,9719,Crossover Prog,United States
FROST*,2542,Neo-Prog,United Kingdom
"FROST, NATHAN",8641,Progressive Metal,United States
FROSTY LEO,10142,Jazz Rock/Fusion,Australia
FROZEN GEESE,6689,Psychedelic/Space Rock,United Kingdom
FRUITCAKE,116,Neo-Prog,Norway
FRUMPY,2432,Eclectic Prog,Germany
FRUTERIA TONI,10720,Crossover Prog,Spain
FRUUPP,140,Symphonic Prog,United Kingdom
FRXHO,7654,Crossover Prog,Mexico
FSB,8637,Crossover Prog,Bulgaria
"FUCCI, CLAUDIO",3994,Rock Progressivo Italiano,Italy
FUCHS,7498,Crossover Prog,Germany
FUCHSIA,2585,Prog Folk,United Kingdom
FUEHLER,11428,Post Rock/Math rock,Germany
FUFLUNS,9881,Rock Progressivo Italiano,Italy
FUGATO ORCHESTRA,1664,Prog Related,Hungary
FUGHU,4915,Progressive Metal,Argentina
FUGU,1529,Jazz Rock/Fusion,France
FUGUE,10479,Post Rock/Math rock,United States
FUKKEDUK,2623,RIO/Avant-Prog,Belgium
FULANO,2351,Jazz Rock/Fusion,Chile
FULL CODE,9290,Crossover Prog,New Zealand
FULLMOONS,7951,Jazz Rock/Fusion,Greece
FUMIGUN,6954,Heavy Prog,Chile
FUN MACHINE,4231,Eclectic Prog,United States
FUNGAL ABYSS,6771,Psychedelic/Space Rock,United States
FUNGUS,6919,Heavy Prog,Italy
FUNGUS HILL,11076,Psychedelic/Space Rock,Sweden
"FUNK, CHRIS",11417,Psychedelic/Space Rock,United States
FURDA,11829,Jazz Rock/Fusion,Yugoslavia
FUREKÅBEN,5762,Prog Folk,Denmark
FURIA,12147,Experimental/Post Metal,Poland
FURY N GRACE,10189,Progressive Metal,Italy
FURYU,7442,Progressive Metal,Italy
FUSEBOXX,3452,Progressive Metal,Philippines
FUSION ORCHESTRA,3355,Heavy Prog,United Kingdom
FUSION ORCHESTRA 2,8448,Heavy Prog,United Kingdom
FUSIOON,824,Eclectic Prog,Spain
FUSONIC,6056,Symphonic Prog,Netherlands
FUTURE IS TOMORROW,5004,Progressive Metal,Italy
"FUTURE KINGS OF ENGLAND, THE",1651,Psychedelic/Space Rock,United Kingdom
FUTURE WAS PERFECT,10344,Heavy Prog,Bulgaria
FUTURES END,4978,Progressive Metal,United States
FUTURIAN,8707,Experimental/Post Metal,Canada
FUTURO ANTICO,3246,Progressive Electronic,Multi-National
FUTURUM,5820,Crossover Prog,Czech Republic
FUZZ PUDDLE,11154,Eclectic Prog,United States
FUZZY DUCK,1045,Heavy Prog,United Kingdom
"FYREWORKS, THE",117,Neo-Prog,United Kingdom
G.A.L.F.,10099,Symphonic Prog,Brazil
G.A.O.S.,9477,Jazz Rock/Fusion,Japan
GA'AN,7093,Zeuhl,United States
GÄA,2012,Krautrock,Germany
GABRIEL,11715,Neo-Prog,Argentina
GABRIEL BONDAGE,5910,Crossover Prog,United States
"GABRIEL CONSTRUCT, THE",8471,Experimental/Post Metal,United States
"GABRIEL, PETER",686,Crossover Prog,United Kingdom
GADADU,12410,Crossover Prog,United States
GAIA CONSORT,4751,Prog Folk,United States
GAILLION,9165,Neo-Prog,United States
"GAK OMEK, THE",3882,Eclectic Prog,United States
GALAAD,120,Eclectic Prog,Switzerland
GALACTIC COWBOY ORCHESTRA,9295,Crossover Prog,United States
GALACTIC COWBOYS,4028,Progressive Metal,United States
GALACTIC EXPLORERS,1539,Progressive Electronic,Germany
GALACTICKA,4300,Psychedelic/Space Rock,Finland
GALADRIEL,121,Neo-Prog,Spain
GALADRIEL,1271,Prog Folk,Australia
GALAHAD,749,Prog Folk,Germany
GALAHAD,122,Neo-Prog,United Kingdom
GALÁPAGOS,5603,Psychedelic/Space Rock,Argentina
"GALÁS, DIAMANDA",2948,RIO/Avant-Prog,United States
GALASPHERE 347,10576,Symphonic Prog,Multi-National
GALAXY,12055,Psychedelic/Space Rock,Germany
