artist,title,artist_id,master_id,main_release_id,release_country,year,album_length,tracks,release_type,genres,styles,artist_profile
The Ozark Mountain Daredevils,The Ozark Mountain Daredevils / It'll Shine When It Shines,322242,,2531356,UK,2004,82.23,22,"['Album', 'Reissue', 'Compilation']",['Rock'],"['Country Rock', 'Southern Rock']","The Ozark Mountain Daredevils are a Southern rock band formed in 1971 at Springfield, Missouri. They are most widely known for their singles ""If You Wanna Get To Heaven"" in 1973 and ""Jackie Blue"" in 1974. Some have described the band's sound as a ""countrified Steely Dan"".
The ""Daredevils"" name has much to do with the long hair and beards sported by the band in the 1970s, a rejection of the more conservative style of their native South during that decade. They are still around today with a cult like following. 

Current members
Mike ""Supe"" Granda – bass, mandolin, vocals (1972–present)
John Dillon – guitar, mandolin, fiddle, dulcimer, autoharp, keyboards, vocals (1972–1982, 1983–present)
Bill Jones – woodwinds, horns (1974–1977, 2010–present)
Ruell Chappell – keyboards, percussion, vocals (1976–1980, 2008–present)
Ron ""Rongo"" Gremp – drums (1990–present)
Dave Painter – lead guitar, vocals (2004–present, occasional fill-in 1998–2004)
Kelly Brown – keyboards, vocals (2007–present)
Nick Sibley – rhythm guitar, harmonica, mandolin, vocals (2010–present)
Molly Healey – fiddle, vocals (2014–present, frequent guest 2012–2014)

Former members
Steve Cash – harmonica, vocals, percussion (1970–1982, 1983–2019; died 2019)
Larry Lee – drums, vocals, percussion, keyboards, guitar (1972–1982, 1984, 1986)
Randle Chowning – lead guitar, vocals, harmonica (1972–1976, 1982–1983, 1984–1986)
Buddy Brayfield – keyboards, oboe, backing vocals (1972–1976)
Jerry Mills – mandolin (1976–1978)
Rune Walle – lead guitar, banjo, sitar, vocals (1976–1980)
Joe Terry – keyboards, vocals (1982–1983)
Bobby 'Lloyd' Hicks – drums (1982–1983; died 2017)
Terry Wilson – lead guitar, vocals (1980–1982)
Jason LeMasters – lead guitar (1983)
Gary Smith – rhythm guitar, vocals (1982–1983, occasional fill-in 1979-1982)
Steve Canaday – guitar, drums, vocals (1976–1982, 1983–1989; died 1999)
Don Clinton Thompson – lead guitar, vocals (1986–1989)
Rick ""Lumpy"" Davidson – drums (1989; died 2020)
Bill Brown – lead guitar, vocals (1990–2004; died 2004)
Tom Whitlock – drums (occasional fill-in in the early 80s; died 2023)
Kelly O'Shea – guitar (occasional fill-in 1992-1994)"
Tibi Lubin,I Don't See You As A Dead Girl,1947322,,4927130,UK,2004,0.0,10,['Album'],"['Rock', 'Pop']",['Indie Pop'],
Libitina,Reflections & Refractions,203653,,782409,UK,2004,66.2,14,['Album'],"['Electronic', 'Rock']","['Industrial', 'Goth Rock']","
Libitina (Roman goddess of funerals and burial) was a Gothic band from Sheffield, UK, formed in 1994 and split up in 2006. They reformed for one gig at Dark City Festival 2017."
Threemovements,Electricity Wiped Out Heaven,839109,,2704426,UK,2004,37.85,10,['Album'],"['Electronic', 'Rock']","['Alternative Rock', 'Math Rock', 'Shoegaze', 'Post Rock', 'Experimental']",
I Know I Have No Collar,I'm Missing,822744,,7232447,UK,2004,29.62,14,['Album'],"['Rock', 'Pop']","['Indie Pop', 'Indie Rock']",
Gail Ann Dorsey,I Used To Be...,197027,,998332,UK,2004,0.0,10,['Album'],"['Rock', 'Pop']",['Pop Rock'],"Born: November 20, 1962, Philadelphia, Pennsylvania

US bassist, vocalist, guitarist and songwriter with a distinguished session career, most notably her long association with David Bowie. Her diverse range of work includes performances and/or recordings with, among others, Bryan Ferry, Boy George, the Indigo Girls, Khaled, Jane Siberry, The The, Skin, Tears for Fears, Charlie Watts and Dar Williams.
In addition, she has released three solo albums: The Corporate World (1988), Rude Blue (1992), and I Used To Be... (2003).
Sometimes credited as G.A.D."
Gene Simmons,Asshole,253708,,13059316,UK,2004,34.5,10,"['Album', 'Compilation', 'Unofficial Release']",['Rock'],[],"Gene Simmons (born August 25, 1949) is an Israeli-American musician, singer, songwriter, record producer, entrepreneur, actor, author, and television personality. Also known by his stage persona The Demon, he is the bassist and co-lead singer of Kiss, the rock band he co-founded with lead singer and rhythm guitarist Paul Stanley in the early 1970s."
Motörhead,3 Classic Albums,233658,,11943407,UK,2004,152.53,51,['Compilation'],['Rock'],['Hard Rock'],"Motörhead were an English rock band formed in June 1975 by bassist, singer, and songwriter Ian Fraser Kilmister (1945–2015), professionally known by his stage name Lemmy, who had remained the sole constant member. The band are often considered a precursor to, or one of the earliest members of, the New Wave of British Heavy Metal, which re-energised heavy metal in the late 1970s and early 1980s. Despite this, Lemmy had always dubbed their music as simply ""rock and roll"".

To its end, Motörhead had released twenty-three studio albums, ten live recordings, twelve compilation albums and five EPs. Usually a power trio, they had particular success in the early 1980s with several successful singles in the UK Top 40 chart. The albums Overkill, Bomber, Ace of Spades, and particularly No Sleep 'til Hammersmith, cemented Motörhead's reputation as a top-tier rock band. As of 2012, Motörhead have sold more than 15 million albums worldwide.

Motörhead are typically classified as Rock N Roll by Lemmy and band members, and their fusion of punk rock into the genre helped to pioneer speed metal and thrash metal. Their lyrics typically covered such topics as war, good versus evil, abuse of power, promiscuous sex, substance abuse, and, most famously, gambling. The name ""Motörhead"" is a reference to users of the drug amphetamine. The band's distinctive fanged-face logo, with its oversized boar's tusks, chains, and spikes, was created by artist Joe Petagno in 1977 for the cover of the Motörhead album and has appeared in many variations on covers of ensuing albums. The fanged face has been referred to variously as ""War-Pig"" and ""Snaggletooth"". The band is ranked number 26 on VH1's 100 Greatest Artists of Hard Rock.

When Lemmy Kilmister died in December 2015, Mickey Dee declared that Motörhead (officially) is disbanded. No more tours or albums will be made. Only the brand will survive for the future.
 
Last line-up:
Ian ""Lemmy"" Kilmister (vocals, bass 1975-2015)
Phil ""Zoomster"" Campbell (guitar, 1984-2015)
Mickey Dee (drums, 1992-2015)

Past members:
Matt Sorum (touring drummer, 2009) 
Tommy Aldrigde (In studio recording most of the 'March Or Die' album, 1992)
Michael ""Wurzel"" Burston (guitar, 1984-95)
Phil ""Philthy Animal"" Taylor (drums, 1975-84 / 1987-92)
Pete Gill (drums, 1984-87)
Brian Robertson (guitar, 1982-83)
""Fast"" Eddie Clarke (guitar, 1976-82)
Larry Wallis (guitar, 1975-76)
Lucas Fox (drums, 1975)

Winner of 1 Grammy Award:
- Best Metal Performance for Whiplash from [m780782]"
Smoke Like A Fish,Survival Of The Hip’est,353563,,3994399,UK,2004,0.0,10,['Album'],"['Rock', 'Reggae']","['Ska', 'Punk']","Ska band from Wales, U.K."
Vultures,Great Discoveries & Plasma Ticks,60927,,824888,UK,2004,41.95,10,['Album'],"['Electronic', 'Rock']","['Electro', 'Industrial']",Israeli industrial band
Revolutionaires,Route 66,2680343,,7811042,UK,2004,0.0,12,['Album'],"['Rock', 'Blues']","['Rock & Roll', 'Rockabilly', 'Rhythm & Blues']","Ed Stephenson
Rich Stephenson
Alex Bozic
Mark Matthews
Dean Stevens
Gary Hoole"
Ben Reel Band,Sweet Victory,2399086,,5577370,UK,2004,0.0,14,['Album'],"['Rock', 'Pop']",[],
SwampNobs,Broken Souls,4496713,,7216671,UK,2004,0.0,11,['Album'],"['Rock', 'Blues']",[],
Nick Herbert,Blameless,770700,,6333835,UK,2004,0.0,8,['Album'],"['Rock', 'Pop']","['Pop Rock', 'Vocal']",British worship leader and Contemporary Christian musician and songwriter.
Mark Gibson (12),Persistence Of Vision,6045021,,10943085,UK,2004,54.22,12,['Album'],"['Jazz', 'Rock']","['Prog Rock', 'Fusion']",
van Zeeland Knights,Van Zeeland Knights,6422995,,27356940,UK,2004,0.0,13,['Album'],"['Rock', 'Pop']",[],
The Scratch (2),D.I.Y.,2165143,,12133868,UK,2004,0.0,11,"['Album', 'Limited Edition', 'Numbered']",['Rock'],[],5 piece new wave/psychedelic/power-pop outfit from St Albans 
Fake Ideal,Pick Up Your Gun,386928,,15773587,UK,2004,24.95,8,"['Mini-Album', 'Stereo']",['Rock'],"['Alternative Rock', 'Thrash', 'Pop Punk']","Four-piece post grunge and hard rock band formed in Doncaster, UK in 1999.

LINEUP:
Guitar & Vocals - Danny Hannam
Guitar & Vocals - Ricky Simmons
Bass - Adam Irwin
Drums - Richard Whitlam

MySpace Exclusive Songs:
[r19482106] (2001)
[r19481977] (2002)
[r19482016] (2004)
[r19482055] (2004)
[r19482166] (2004)"
Suns Of The Tundra,Suns Of The Tundra,717993,,1099112,UK,2004,52.35,10,"['Album', 'Limited Edition']",['Rock'],"['Alternative Rock', 'Prog Rock']","Formed in 2003, Suns Of The Tundra evolved from the Heavy / Progressive Rock band [a=Peach (7)]; retaining original Peach songwriter, guitarist and vocalist Simon Oakes and drummer Rob Havis (now playing Bass), they are joined by Andy Marlow (Bass), Andy Prestidge (Drums) and Mark Moloney (Guitar)."
Cathy Burton,Speed Your Love,162345,,4556279,UK,2004,0.0,10,['Album'],"['Rock', 'Pop']",[],"Christian worship leader and singer / songwriter from Chichester, England."
The Wildcards,On Fire!,3425179,,14610936,UK,2004,44.57,11,['Album'],"['Rock', 'Blues']","['Rock & Roll', 'Rockabilly', 'Rhythm & Blues', 'Surf']",
Steve Topping,Late Flower,1254666,,8038853,UK,2004,43.27,7,['Album'],"['Jazz', 'Rock']",['Fusion'],British guitarist and composer
Lights Out By Nine,The River Sessions,3229784,,4445319,UK,2004,0.0,10,['Album'],"['Rock', 'Blues']",['Blues Rock'],
Mass Spectrometer,Music For Engines In Overdrive,386922,,1607454,UK,2004,22.73,9,['Album'],"['Electronic', 'Rock']","['Electro', 'Psychedelic Rock', 'Future Jazz']","Mass Spectrometer was formed in Sheffield, England in 1999 by Michael Canning and Ilmars Gravis. Their first album, the 23 minute long 'Music for Engines in Overdrive' was released in 2004 and it includes contributions from electro artist Jonathan Canning and the late guitarist Carl Tyrrell, as well as a passage from the John Pilger book 'The New Rulers of the World'. The band undertook a hiatus to pursue other projects after a London show in 2005 but in 2009 regrouped with new members drummer Richard Beech and guitarist Wayne Bennett and began sessions for the 'Guild Hall' EP that was released in 2014. Their 2016 EP 'Périphérique' featured a move away from the guitar oriented music of their previous releases into more horn and keyboard based work but with the same emphasis on propulsive rhythms and counter rhythm. Mass Spectrometer played their first public show in 11 years in Leeds in September 2016. "
George Varghese,Back In Time,6721576,,462482,UK,2004,0.0,5,['Album'],"['Electronic', 'Rock']","['Electro', 'Prog Rock']",
Max (342),Closer,7731141,,14949381,UK,2004,0.0,12,['Album'],"['Rock', 'Pop']","['Religious', 'Acoustic', 'Pop Rock']",Performing name of artist Marcus Pagnum.
Shakespear's Sister,#3,30318,,15595050,UK,2004,41.63,10,['Album'],"['Rock', 'Pop']",['Pop Rock'],"Shakespears Sister were formed by [a=Siobhan Fahey] in 1988, and was her first musical outing since leaving [a=Bananarama], and initially a solo project.
American backing vocalist and guitarist [a=Marcella Detroit] ([a=Marcy Levy]) began working with Fahey in 1989 and Shakespear's Sister became a duo as of their 1989 hit single ""You're History"".
After a string of hit singles and two successful albums, Fahey and Detroit split in 1993. Fahey resumed as the sole member until 1996.
In 2009, after a 13-year hiatus, Fahey resurrected the band to release a new album.
In May 2019 Shakespears Sister have announced their reunion."
The Hamsters,Open All Hours,1315677,,1691921,UK,2004,62.67,13,['Album'],"['Rock', 'Blues']","['Blues Rock', 'Country Blues', 'Country Rock', 'Rockabilly', 'Rock & Roll']","British blues rock band from Southend-on-Sea, Essex, England."
Jess Roden,Live At The Robin,258622,,10686076,UK,2004,0.0,9,['Album'],"['Rock', 'Blues']","['Classic Rock', 'Hard Rock', 'Electric Blues']","Jess Roden is an English Blue-Eyed Soul & Rock singer, a guitarist and songwriter, born 28 December 1947, Kidderminster, Worcestershire."
Ironheart,Archives,4963513,,8306495,UK,2004,20.9,5,"['Mini-Album', 'Compilation', 'Remastered']",['Rock'],['Heavy Metal'],Heavy Metal band from England.
Escapade,If / Or,320412,,3418963,UK,2004,43.92,1,"['Album', 'Limited Edition', 'Numbered']",['Rock'],"['Acid Rock', 'Psychedelic Rock', 'Space Rock']","New York-based trip-rock, stoner, free psychedelic, jam rock band formed in 1996 and led by drummer Hadley Kahn."
Flyblown,Genocide - Genocide,1216253,,3267686,UK,2004,0.0,21,"['LP', 'Album', 'White Label']",['Rock'],['Crust'],"Crust/Hardcore band from United Kingdom. Active since 2004, broke up in 2007."
Aconite Thrill,Recliner,255506,,5082897,UK,2004,0.0,15,['Album'],['Rock'],[],
Lavender Pill Mob,Mikes Bikes,785400,,5107603,UK,2004,34.85,10,['Album'],"['Electronic', 'Rock']","['Punk', 'Leftfield']","Gary Asquith of Renegade Soundmachine, Rema - Rema, Tranquil Trucking Company, Dragonbass Soundsystem, MASS, LPM, Renegade Soundwave,
Kevin Mooney of Adam and the Ants, Wideboy Awake, LPM, Max
Andrew Gray of Wolfgang Press, In Camera, LPM, Limehouse Outlaw etc....

Michael Allen of Wolfgang Press, Geniuser, The Models, Rema-Rema, MASS,LPM, also appears on some Lavender Pill MobTracks through his long friendship with Mr Asquith

Rammellzee, Adam Ant, Mekon, Tokyo Monsters Film 2 and many more............................."
The LoveGods,Between Dogs & Wolves,2698832,,7503844,UK,2004,62.93,12,['Album'],"['Rock', 'Blues']",[],
Tron (11),Clear As A Mountain Stream,2126601,,3986977,UK,2004,66.05,15,['Album'],"['Electronic', 'Rock']","['Synth-pop', 'Alternative Rock']",
Speakeasy Blues Band, Like I Love The Blues,4983796,,13072042,UK,2004,55.82,12,['Album'],"['Rock', 'Blues']",[],
Russell Strutter,About Time I & II,2086943,,17533216,UK,2004,0.0,17,['Album'],"['Rock', 'Blues']",[],Bass player and vocalist.
The Man Of Mystery,Pays Tribute To The Shadows,2835217,,5927151,UK,2004,0.0,15,['Album'],"['Rock', 'Pop']",['Instrumental'],
Kit Morgan,Bad-Ass Blues,1059617,,7928089,UK,2004,0.0,17,['Album'],"['Rock', 'Blues']",[],"British guitarist, composer and producer."
Bowfinger,Happy With What You Got,4896068,,27297030,UK,2004,29.28,9,['Album'],"['Rock', 'Pop']","['Alternative Rock', 'Indie Pop', 'Power Pop']",
Paul Jeans,Tides,5593163,,17885704,UK,2004,47.37,10,['Album'],"['Rock', 'Pop']","['Acoustic', 'Pop Rock']",
Nomad (12),Just Wandering...,752508,,877964,UK,2004,62.87,10,['Album'],"['Electronic', 'Rock']","['Alternative Rock', 'Leftfield', 'Trip Hop', 'Downtempo']",
Mountain,"Shepherds Bush Empire, London 1997",98381,,5067351,UK,2004,0.0,8,['Album'],"['Rock', 'Blues']",['Classic Rock'],"American Hard Rock band from Long Island, New York, formed in 1969.

CLASSIC LINEUP
Leslie West – vocals, guitar (October 22, 1945 – December 23, 2020)
Felix Pappalardi – vocals, bass (December 30, 1939 – April 17, 1983)
Steve Knight – keyboards (May 12, 1935 – January 19, 2013)
Corky Laing – drums (January 26, 1948)

NOTE: For the graphic designer, please use [a=Mountain (2)]."
Watts,Pigmartyr,202711,,265136,UK,2004,47.55,10,['Album'],"['Electronic', 'Rock']",['Industrial'],"One-off band name used by [a101943] of [a36134]. The album [r=265136] originally began as Pig's follow-up to [m=32064] (1999). As all previous Pig members had become full time members of [a11606], Watts hired [a74201] and [a385969] for the recordings. 

Album sales might have suffered due to [l24899] going out of business. In 2005, the material was moved back under the Pig name, retitled [m=285726] and released by [l1490], featuring a remaster, new artwork and additional tracks."
Renaissant,South Of Winter,4079419,,6257555,UK,2004,46.8,9,['Album'],"['Rock', 'Classical']","['Symphonic Rock', 'Classical']",
Jet (2),Get Born (Live At The Astoria),46819,,4383341,UK,2004,0.0,5,"['Mini-Album', 'Limited Edition']",['Rock'],['Garage Rock'],"Alternative rock/Modern rock band from Melbourne, Australia.
Formed in 2001-2012, 2016-2019, 2023-present

[b]Members:[/b]
Nic Cester – Lead vocals/Rhythm guitar\Keys (2001–2012, 2016–2019, 2023–present)
Cameron Muncey – Lead guitar/Vocals (2001–2012, 2016–2019, 2023–present)
Chris Cester – Drums/Guitar\Vocals (2001–2012, 2016–2019, 2023–present)
Mark Wilson – Bass/Keys/Harmonica\Backing vocals (2002–2012, 2016–2019, 2023–present)

[u]Former Members:[/u]
Doug Armstrong – Bass (2001–2002)"
Ian McNabb,Potency The Best Of Ian McNabb,296351,,4443086,UK,2004,146.13,30,"['Album', 'Compilation', 'Limited Edition']",['Rock'],['Folk Rock'],"English singer-songwriter and musician born November 3, 1960 in Liverpool."
